name;email;affiliation
Yacoub Najjar;Yacoub.Najjar@gmail.com;Politecnico di Milano
Nicolas Limare;Nicolas.Limare@gmail.com;University of Oxford
Jean-Michel Morel;Jean-Michel.Morel@gmail.com;University of Chicago
Recep Bozer;Recep.Bozer@gmail.com;National University of Singapore (NUS)
Eli Koffi Kouassi;Eli.Kouassi@gmail.com;Harvard University
Toshiyuki Amagasa;Toshiyuki.Amagasa@gmail.com;Harvard University
Hiroyuki Kitagawa;Hiroyuki.Kitagawa@gmail.com;Imperial College London
Iveta Mrázová;Iveta.Mrázová@gmail.com;University of Cambridge
Marek Kukacka;Marek.Kukacka@gmail.com;Tsinghua University
Shahan Yang;Shahan.Yang@gmail.com;University of Pennsylvania
Baobing Wang;Baobing.Wang@gmail.com;Imperial College London
John S. Baras;John.Baras@gmail.com;Peking University
Fadi M. Al-Turjman;Fadi.Al-Turjman@gmail.com;Politecnico di Milano
Sharief M. A. Oteafy;Sharief.Oteafy@gmail.com;Imperial College London
Jaclyn M. Branscomb;Jaclyn.Branscomb@gmail.com;University of Chicago
Christiaan J. J. Paredis;Christiaan.Paredis@gmail.com;Yale University
Judy Che;Judy.Che@gmail.com;California Institute of Technology
Mark J. Jennings;Mark.Jennings@gmail.com;National University of Singapore (NUS)
Marco Masseroli;Marco.Masseroli@gmail.com;Peking University
Giorgio Ghisalberti;Giorgio.Ghisalberti@gmail.com;Massachusetts Institute of Technology
Stefano Ceri;Stefano.Ceri@gmail.com;University of Oxford
Muhammad Fahad;Muhammad.Fahad@gmail.com;Massachusetts Institute of Technology
Néjib Moalla;Néjib.Moalla@gmail.com;Harvard University
Abdelaziz Bouras;Abdelaziz.Bouras@gmail.com;Tsinghua University
Rostam Shirani;Rostam.Shirani@gmail.com;California Institute of Technology
Marc St-Hilaire;Marc.St-Hilaire@gmail.com;EPFL
Thomas Kunz;Thomas.Kunz@gmail.com;Peking University
Yifeng Zhou;Yifeng.Zhou@gmail.com;University of Pennsylvania
Jun Li 0006;Jun.0006@gmail.com;Massachusetts Institute of Technology
Louise Lamont;Louise.Lamont@gmail.com;Peking University
Sina Khanmohammadi;Sina.Khanmohammadi@gmail.com;Tsinghua University
Farnaz Zamani Esfahlani;Farnaz.Esfahlani@gmail.com;Stanford University
Noel Gregg;Noel.Gregg@gmail.com;Politecnico di Milano
YunJeong Chang;YunJeong.Chang@gmail.com;Tsinghua University
Robert Todd;Robert.Todd@gmail.com;University of Oxford
Anthony Joseph;Anthony.Joseph@gmail.com;ETH Zurich
Maurice Larrain;Maurice.Larrain@gmail.com;Peking University
Eshwar Singh;Eshwar.Singh@gmail.com;Yale University
Matthieu Corrand;Matthieu.Corrand@gmail.com;University of Chicago
Scott J. Duncan;Scott.Duncan@gmail.com;California Institute of Technology
Dimitri N. Mavris;Dimitri.Mavris@gmail.com;The University of Edinburgh
Victor Eijkhout;Victor.Eijkhout@gmail.com;Harvard University
Sandro Fiore;Sandro.Fiore@gmail.com;University of Cambridge
Giovanni Aloisio;Giovanni.Aloisio@gmail.com;UCL
Peter Fox;Peter.Fox@gmail.com;Massachusetts Institute of Technology
Monique Petitdidier;Monique.Petitdidier@gmail.com;University of Pennsylvania
Horst Schwichtenberg;Horst.Schwichtenberg@gmail.com;Imperial College London
Sebastien Denvil;Sebastien.Denvil@gmail.com;UCL
Jonathan D. Blower;Jonathan.Blower@gmail.com;Peking University
Antonio S. Cofiño;Antonio.Cofiño@gmail.com;Peking University
Mohd Izani Mohamed Rawi;Mohd.Rawi@gmail.com;The University of Edinburgh
Adnan Al-Anbuky;Adnan.Al-Anbuky@gmail.com;Stanford University
Wenjing Zhang;Wenjing.Zhang@gmail.com;Imperial College London
Xin Feng;Xin.Feng@gmail.com;University of Cambridge
Guillaume Jourjon;Guillaume.Jourjon@gmail.com;California Institute of Technology
Thierry Rakotoarivelo;Thierry.Rakotoarivelo@gmail.com;Massachusetts Institute of Technology
Christoph Dwertmann;Christoph.Dwertmann@gmail.com;Imperial College London
Maximilian Ott;Maximilian.Ott@gmail.com;Yale University
Stylianos Asteriadis;Stylianos.Asteriadis@gmail.com;University of Pennsylvania
Kostas Karpouzis;Kostas.Karpouzis@gmail.com;University of Oxford
Noor Shaker;Noor.Shaker@gmail.com;Princeton University
Georgios N. Yannakakis;Georgios.Yannakakis@gmail.com;Stanford University
Nathan O. Collier;Nathan.Collier@gmail.com;University of Oxford
Marcin Sieniek;Marcin.Sieniek@gmail.com;Imperial College London
Gerold Hoelzl;Gerold.Hoelzl@gmail.com;University of Cambridge
Marc Kurz;Marc.Kurz@gmail.com;Stanford University
Alois Ferscha;Alois.Ferscha@gmail.com;Tsinghua University
Asier Marzo Pérez;Asier.Pérez@gmail.com;National University of Singapore (NUS)
Oscar Ardaiz;Oscar.Ardaiz@gmail.com;National University of Singapore (NUS)
Kristin Giammarco;Kristin.Giammarco@gmail.com;Cornell University
George Rebovich;George.Rebovich@gmail.com;Politecnico di Milano
Ozgu Turgut;Ozgu.Turgut@gmail.com;National University of Singapore (NUS)
Alper E. Murat;Alper.Murat@gmail.com;Stanford University
Fernando G. Gonzalez;Fernando.Gonzalez@gmail.com;Cornell University
Gary Strand;Gary.Strand@gmail.com;Imperial College London
Pai-Wei Lai;Pai-Wei.Lai@gmail.com;University of Oxford
Huaijian Zhang;Huaijian.Zhang@gmail.com;California Institute of Technology
Samyam Rajbhandari;Samyam.Rajbhandari@gmail.com;University of Oxford
Edward Valeev;Edward.Valeev@gmail.com;National University of Singapore (NUS)
Karol Kowalski;Karol.Kowalski@gmail.com;National University of Singapore (NUS)
P. Sadayappan;P..Sadayappan@gmail.com;Cornell University
Haidong Xue;Haidong.Xue@gmail.com;University of Oxford
Xiaolin Hu;Xiaolin.Hu@gmail.com;California Institute of Technology
Nathan Dahl;Nathan.Dahl@gmail.com;UCL
Ming Xue;Ming.Xue@gmail.com;ETH Zurich
Albert Sanders;Albert.Sanders@gmail.com;University of Pennsylvania
John Klein;John.Klein@gmail.com;Tsinghua University
Makoto Oshima;Makoto.Oshima@gmail.com;University of Chicago
Koji Yamada;Koji.Yamada@gmail.com;Politecnico di Milano
Satoshi Endo;Satoshi.Endo@gmail.com;The University of Edinburgh
Sergey V. Kovalchuk;Sergey.Kovalchuk@gmail.com;UCL
Robert Sisneros;Robert.Sisneros@gmail.com;Imperial College London
George Ostrouchov;George.Ostrouchov@gmail.com;University of Oxford
Luis Corral;Luis.Corral@gmail.com;University of Chicago
Alberto Sillitti;Alberto.Sillitti@gmail.com;Stanford University
Giancarlo Succi;Giancarlo.Succi@gmail.com;Princeton University
Italo Epicoco;Italo.Epicoco@gmail.com;The University of Edinburgh
Silvia Mocavero;Silvia.Mocavero@gmail.com;University of Cambridge
Zhemei Fang;Zhemei.Fang@gmail.com;University of Oxford
Navindran Davendralingam;Navindran.Davendralingam@gmail.com;University of Pennsylvania
Amjad Gawanmeh;Amjad.Gawanmeh@gmail.com;University of Cambridge
Jan Mandel;Jan.Mandel@gmail.com;Stanford University
Jonathan D. Beezley;Jonathan.Beezley@gmail.com;Politecnico di Milano
Adam K. Kochanski;Adam.Kochanski@gmail.com;University of Oxford
Volodymyr Y. Kondratenko;Volodymyr.Kondratenko@gmail.com;University of Oxford
Minjeong Kim;Minjeong.Kim@gmail.com;EPFL
Zhigang Liao;Zhigang.Liao@gmail.com;National University of Singapore (NUS)
Ly-Fie Sugianto;Ly-Fie.Sugianto@gmail.com;Imperial College London
Christian Brecher;Christian.Brecher@gmail.com;Peking University
Johannes A. Nittinger;Johannes.Nittinger@gmail.com;University of Oxford
Andreas Karlberger;Andreas.Karlberger@gmail.com;Stanford University
Omar Cheikhrouhou;Omar.Cheikhrouhou@gmail.com;Yale University
Gianluca Dini;Gianluca.Dini@gmail.com;Harvard University
Hani Alzaid;Hani.Alzaid@gmail.com;Politecnico di Milano
Mohamed Abid;Mohamed.Abid@gmail.com;University of Oxford
Diane McKerliea;Diane.McKerliea@gmail.com;The University of Edinburgh
Marc Baboulin;Marc.Baboulin@gmail.com;University of Cambridge
Simplice Donfack;Simplice.Donfack@gmail.com;Stanford University
Laura Grigori;Laura.Grigori@gmail.com;Politecnico di Milano
Adrien Rémy;Adrien.Rémy@gmail.com;EPFL
Stanimire Tomov;Stanimire.Tomov@gmail.com;Massachusetts Institute of Technology
Wen Sun;Wen.Sun@gmail.com;Tsinghua University
Lianying Ji;Lianying.Ji@gmail.com;ETH Zurich
Wai-Choong Wong;Wai-Choong.Wong@gmail.com;Massachusetts Institute of Technology
Zahoor Ali Khan;Zahoor.Khan@gmail.com;University of Cambridge
Shyamala C. Sivakumar;Shyamala.Sivakumar@gmail.com;Cornell University
William J. Phillips;William.Phillips@gmail.com;University of Chicago
Lingfeng Niu;Lingfeng.Niu@gmail.com;University of Cambridge
Jianmin Wu;Jianmin.Wu@gmail.com;Peking University
Joseph Johnnie;Joseph.Johnnie@gmail.com;Yale University
Mark Austin;Mark.Austin@gmail.com;Cornell University
Ganesh Sriram;Ganesh.Sriram@gmail.com;Harvard University
Matt Conway;Matt.Conway@gmail.com;Yale University
Ashish Misra;Ashish.Misra@gmail.com;Stanford University
Yunjie Zhao;Yunjie.Zhao@gmail.com;University of Pennsylvania
Adel W. Sadek;Adel.Sadek@gmail.com;Tsinghua University
Minh Ngoc Dinh;Minh.Dinh@gmail.com;Tsinghua University
David Abramson;David.Abramson@gmail.com;EPFL
Chao Jin;Chao.Jin@gmail.com;University of Cambridge
Donny Kurniawan;Donny.Kurniawan@gmail.com;Princeton University
Andrew Gontarek;Andrew.Gontarek@gmail.com;Harvard University
Bob Moench;Bob.Moench@gmail.com;University of Oxford
Luiz De Rose;Luiz.Rose@gmail.com;Peking University
Feng Yang;Feng.Yang@gmail.com;UCL
Weiping Wang 0002;Weiping.0002@gmail.com;University of Cambridge
Janet Light;Janet.Light@gmail.com;University of Oxford
Subashini Parthasarathy;Subashini.Parthasarathy@gmail.com;California Institute of Technology
William McIver;William.McIver@gmail.com;ETH Zurich
Arkadiusz Szymczak;Arkadiusz.Szymczak@gmail.com;Massachusetts Institute of Technology
Anna Paszynska;Anna.Paszynska@gmail.com;University of Oxford
Tânia Rocha;Tânia.Rocha@gmail.com;California Institute of Technology
Ramiro Gonçalves;Ramiro.Gonçalves@gmail.com;University of Pennsylvania
R. Roopalakshmi;R..Roopalakshmi@gmail.com;Peking University
G. Ram Mohana Reddy;G..Reddy@gmail.com;University of Chicago
David Enke;David.Enke@gmail.com;Yale University
Manfred Grauer;Manfred.Grauer@gmail.com;EPFL
Nijat Mehdiyev;Nijat.Mehdiyev@gmail.com;University of Oxford
Hiep-Thuan Do;Hiep-Thuan.Do@gmail.com;Imperial College London
Sébastien Limet;Sébastien.Limet@gmail.com;Imperial College London
Emmanuel Melin;Emmanuel.Melin@gmail.com;Imperial College London
Antoine Bossard;Antoine.Bossard@gmail.com;Cornell University
Keiichi Kaneko;Keiichi.Kaneko@gmail.com;Imperial College London
Shietung Peng;Shietung.Peng@gmail.com;California Institute of Technology
Nia Alexandrov;Nia.Alexandrov@gmail.com;UCL
Vassil N. Alexandrov;Vassil.Alexandrov@gmail.com;University of Cambridge
Raúl J. Ramírez;Raúl.Ramírez@gmail.com;National University of Singapore (NUS)
Andrés Cencerrado;Andrés.Cencerrado@gmail.com;University of Oxford
Tomàs Margalef;Tomàs.Margalef@gmail.com;National University of Singapore (NUS)
Jiangming Jin;Jiangming.Jin@gmail.com;University of Cambridge
Stephen John Turner;Stephen.Turner@gmail.com;National University of Singapore (NUS)
Bu-Sung Lee;Bu-Sung.Lee@gmail.com;California Institute of Technology
Jianlong Zhong;Jianlong.Zhong@gmail.com;EPFL
Bingsheng He;Bingsheng.He@gmail.com;Tsinghua University
Dusan Stevanovic;Dusan.Stevanovic@gmail.com;Massachusetts Institute of Technology
Natalija Vlajic;Natalija.Vlajic@gmail.com;Stanford University
Aijun An;Aijun.An@gmail.com;Tsinghua University
Daniel Browne;Daniel.Browne@gmail.com;Imperial College London
Robert Kempf;Robert.Kempf@gmail.com;Peking University
Aaron Hansen;Aaron.Hansen@gmail.com;University of Oxford
Michael O'Neal;Michael.O'Neal@gmail.com;University of Oxford
William Yates;William.Yates@gmail.com;Cornell University
Joseph P. Loyall;Joseph.Loyall@gmail.com;Stanford University
Matthew Gillen;Matthew.Gillen@gmail.com;Imperial College London
Jeffrey Cleveland;Jeffrey.Cleveland@gmail.com;UCL
Kyle Usbeck;Kyle.Usbeck@gmail.com;Politecnico di Milano
Joshua Sterling;Joshua.Sterling@gmail.com;Politecnico di Milano
Richard Newkirk;Richard.Newkirk@gmail.com;ETH Zurich
Ralph Kohler;Ralph.Kohler@gmail.com;Politecnico di Milano
Jae-Won Jung;Jae-Won.Jung@gmail.com;University of Chicago
Ki-Ho Chang;Ki-Ho.Chang@gmail.com;Peking University
Young-Jean Choi;Young-Jean.Choi@gmail.com;University of Oxford
Kyungsik Kim;Kyungsik.Kim@gmail.com;The University of Edinburgh
David Warshawsky;David.Warshawsky@gmail.com;The University of Edinburgh
Craig C. Douglas;Craig.Douglas@gmail.com;National University of Singapore (NUS)
Yalchin Efendiev;Yalchin.Efendiev@gmail.com;UCL
Peter Popov;Peter.Popov@gmail.com;ETH Zurich
Sören Ulonska;Sören.Ulonska@gmail.com;Harvard University
Leonardo Lezcano;Leonardo.Lezcano@gmail.com;Harvard University
Elena García Barriocanal;Elena.Barriocanal@gmail.com;Princeton University
Miguel-Ángel Sicilia;Miguel-Ángel.Sicilia@gmail.com;University of Chicago
Jens Bertram;Jens.Bertram@gmail.com;University of Cambridge
Carsten Kleiner;Carsten.Kleiner@gmail.com;The University of Edinburgh
Edin Arnautovic;Edin.Arnautovic@gmail.com;Harvard University
Davor Svetinovic;Davor.Svetinovic@gmail.com;Harvard University
Amit J. Lopes;Amit.Lopes@gmail.com;Cornell University
Michele Ruta;Michele.Ruta@gmail.com;Princeton University
Simona Colucci;Simona.Colucci@gmail.com;Harvard University
Floriano Scioscia;Floriano.Scioscia@gmail.com;University of Oxford
Eugenio Di Sciascio;Eugenio.Sciascio@gmail.com;Tsinghua University
Francesco M. Donini;Francesco.Donini@gmail.com;Massachusetts Institute of Technology
Mustafa Aswad;Mustafa.Aswad@gmail.com;University of Pennsylvania
Philip W. Trinder;Philip.Trinder@gmail.com;ETH Zurich
Hans-Wolfgang Loidl;Hans-Wolfgang.Loidl@gmail.com;The University of Edinburgh
Yoshihiro Ogita;Yoshihiro.Ogita@gmail.com;The University of Edinburgh
Mohammed T. Lazim;Mohammed.Lazim@gmail.com;UCL
Muthanna J. M. Al-khishali;Muthanna.Al-khishali@gmail.com;University of Oxford
Ahmed Isa. Al-Shawi;Ahmed.Al-Shawi@gmail.com;UCL
Furkh Zeshan;Furkh.Zeshan@gmail.com;Tsinghua University
Radziah Mohamad;Radziah.Mohamad@gmail.com;Massachusetts Institute of Technology
Bernd Lesser;Bernd.Lesser@gmail.com;Princeton University
Manfred Mücke;Manfred.Mücke@gmail.com;Imperial College London
Wilfried N. Gansterer;Wilfried.Gansterer@gmail.com;Cornell University
John Meech;John.Meech@gmail.com;ETH Zurich
Juliana Parreira;Juliana.Parreira@gmail.com;Peking University
Brian Blanton;Brian.Blanton@gmail.com;EPFL
John McGee;John.McGee@gmail.com;EPFL
Jason Fleming;Jason.Fleming@gmail.com;Yale University
Carola Kaiser;Carola.Kaiser@gmail.com;Politecnico di Milano
Hartmut Kaiser;Hartmut.Kaiser@gmail.com;Tsinghua University
Howard Lander;Howard.Lander@gmail.com;Politecnico di Milano
Rick A. Luettich;Rick.Luettich@gmail.com;University of Pennsylvania
Kendra Dresback;Kendra.Dresback@gmail.com;ETH Zurich
Douglas A. Bodner;Douglas.Bodner@gmail.com;Princeton University
Jon P. Wade;Jon.Wade@gmail.com;Peking University
William R. Watson;William.Watson@gmail.com;University of Oxford
George I. Kamberov;George.Kamberov@gmail.com;National University of Singapore (NUS)
Gurunath Kedar-Dongarkar;Gurunath.Kedar-Dongarkar@gmail.com;Cornell University
Manohar Das;Manohar.Das@gmail.com;EPFL
Wen-Li Wang;Wen-Li.Wang@gmail.com;University of Cambridge
Robert Weissbach;Robert.Weissbach@gmail.com;National University of Singapore (NUS)
Mei-Huei Tang;Mei-Huei.Tang@gmail.com;National University of Singapore (NUS)
Hyunuk Kim;Hyunuk.Kim@gmail.com;University of Pennsylvania
Ha Yoon Song;Ha.Song@gmail.com;Stanford University
Pablo Cristian Tissera;Pablo.Tissera@gmail.com;University of Oxford
A. Marcela Printista;A..Printista@gmail.com;Massachusetts Institute of Technology
Miguel O. Bernabeu;Miguel.Bernabeu@gmail.com;University of Cambridge
David Kay;David.Kay@gmail.com;Harvard University
Thais R. M. Braga Silva;Thais.Silva@gmail.com;UCL
Linnyer Beatrys Ruiz;Linnyer.Ruiz@gmail.com;Stanford University
Antonio Alfredo Ferreira Loureiro;Antonio.Loureiro@gmail.com;University of Cambridge
Fabrício A. Silva;Fabrício.Silva@gmail.com;University of Oxford
Guan Qin;Guan.Qin@gmail.com;California Institute of Technology
Bin Gong;Bin.Gong@gmail.com;The University of Edinburgh
Bernardino Frola;Bernardino.Frola@gmail.com;EPFL
David M. Curry;David.Curry@gmail.com;Harvard University
Paul R. Montgomery;Paul.Montgomery@gmail.com;Massachusetts Institute of Technology
Anjelika Votintseva;Anjelika.Votintseva@gmail.com;California Institute of Technology
Petra Witschel;Petra.Witschel@gmail.com;Imperial College London
A. Goedecke;A..Goedecke@gmail.com;University of Oxford
Mohamed Ismail;Mohamed.Ismail@gmail.com;University of Chicago
Valerio De Luca;Valerio.Luca@gmail.com;The University of Edinburgh
Daniele Lezzi;Daniele.Lezzi@gmail.com;Imperial College London
Alejandro Salado;Alejandro.Salado@gmail.com;University of Pennsylvania
Roshanak Nilchiani;Roshanak.Nilchiani@gmail.com;California Institute of Technology
Ryunosuke Chiba;Ryunosuke.Chiba@gmail.com;University of Cambridge
Junyan Qian;Junyan.Qian@gmail.com;University of Pennsylvania
Min Li;Min.Li@gmail.com;EPFL
Lingzhong Zhao;Lingzhong.Zhao@gmail.com;University of Chicago
Phillip Seitzer;Phillip.Seitzer@gmail.com;Politecnico di Milano
Marc T. Facciotti;Marc.Facciotti@gmail.com;University of Oxford
Elena Akhmatskaya;Elena.Akhmatskaya@gmail.com;Princeton University
Sebastian Reich;Sebastian.Reich@gmail.com;Princeton University
Racha Ajami;Racha.Ajami@gmail.com;ETH Zurich
Nabeel Al-Qirim;Nabeel.Al-Qirim@gmail.com;University of Oxford
Noha Ramadan;Noha.Ramadan@gmail.com;Politecnico di Milano
Weiqin Chen;Weiqin.Chen@gmail.com;Tsinghua University
Claude Turner;Claude.Turner@gmail.com;Peking University
Murat Aksu;Murat.Aksu@gmail.com;Politecnico di Milano
Heather Langdond;Heather.Langdond@gmail.com;The University of Edinburgh
Marta Rukoz;Marta.Rukoz@gmail.com;The University of Edinburgh
Yudith Cardinale;Yudith.Cardinale@gmail.com;EPFL
Rafael Angarita;Rafael.Angarita@gmail.com;Peking University
Mohamed Garoui;Mohamed.Garoui@gmail.com;EPFL
Belhassen Mazigh;Belhassen.Mazigh@gmail.com;ETH Zurich
Alfredo Tirado-Ramos;Alfredo.Tirado-Ramos@gmail.com;Stanford University
Herre van Oostendorp;Herre.Oostendorp@gmail.com;California Institute of Technology
Saraschandra Karanam;Saraschandra.Karanam@gmail.com;Peking University
Krzysztof Kurowski;Krzysztof.Kurowski@gmail.com;University of Oxford
Ariel Oleksiak;Ariel.Oleksiak@gmail.com;Peking University
Wojciech Piatek;Wojciech.Piatek@gmail.com;Yale University
Jan Weglarz;Jan.Weglarz@gmail.com;Cornell University
Kento Emoto;Kento.Emoto@gmail.com;Tsinghua University
Hiroto Imachi;Hiroto.Imachi@gmail.com;University of Oxford
Hao Ji;Hao.Ji@gmail.com;Imperial College London
Yaohang Li;Yaohang.Li@gmail.com;National University of Singapore (NUS)
Jin He;Jin.He@gmail.com;Politecnico di Milano
Anish Arora;Anish.Arora@gmail.com;University of Oxford
Elisa Lavagnino;Elisa.Lavagnino@gmail.com;UCL
Francesca Maria Dagnino;Francesca.Dagnino@gmail.com;University of Oxford
Michela Ott;Michela.Ott@gmail.com;Cornell University
Margarida Romero;Margarida.Romero@gmail.com;ETH Zurich
Mireia Usart;Mireia.Usart@gmail.com;California Institute of Technology
Armand Bankhead III;Armand.III@gmail.com;Peking University
Emiliano Mancini;Emiliano.Mancini@gmail.com;Massachusetts Institute of Technology
Amy C. Sims;Amy.Sims@gmail.com;UCL
Ralph S. Baric;Ralph.Baric@gmail.com;Princeton University
Shannon K. McWeeney;Shannon.McWeeney@gmail.com;Harvard University
Matthias Christen;Matthias.Christen@gmail.com;ETH Zurich
Massood Towhidnejad;Massood.Towhidnejad@gmail.com;Peking University
Timothy L. J. Ferris;Timothy.Ferris@gmail.com;University of Oxford
Alice Squires;Alice.Squires@gmail.com;Politecnico di Milano
Ray Madachy;Ray.Madachy@gmail.com;Cornell University
Bartlomiej Szyja;Bartlomiej.Szyja@gmail.com;Princeton University
Evgeny Pidko;Evgeny.Pidko@gmail.com;Tsinghua University
Ramon Groote;Ramon.Groote@gmail.com;Imperial College London
Emiel Hensen;Emiel.Hensen@gmail.com;University of Pennsylvania
Rint Sijbesma;Rint.Sijbesma@gmail.com;Harvard University
